注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-18920,東京,佐川急便,10km,6.6kg,SNOW,24,3.3,0," 6,151円 ",101件,0.8年,0,PEAK,住宅, 夜間 ,通常
ORD-15334, 東京 , 佐川急便 ,140km,1.9kg,SUNNY,54,13.7h,0," 1,836円 ",88,1.5,0,NORMAL, 住宅 ,AFTERNOON,通常
ORD-21311,大阪府,Yamato,327km, 3.2kg ,SUNNY, 57 ,1.3,4,"2,507円",121件,3.0年,0回, 通常期 ,会社,AFTERNOON,遅延注意
ORD-16752,OSAKA, 佐川急便 ,488km,1.4,SUNNY,46,4.6h,0,"4,336円",136件,10.3年,-1回,通常期, 住宅 , 午後 ,通常
ORD-23975,AICHI,Yamato,471,5.2,SUNNY,45,1.4h,2," 3,452円 ",139件,2.3年,0, 繁忙期 , 会社 , 午前 ,通常
ORD-11995,仙台,郵便,319,5.0kg, 晴れ ,8,3.6h,0,"4,550", 85件 ,11.1,1回, 繁忙期 , 住宅 , 午後 ,通常
ORD-00587, 東京 ,佐川,324km,2.1kg, 晴れ ,84,3.2,0,, 92件 ,2.2,0,NORMAL,住宅,MORNING,通常
ORD-26334,TOKYO,佐川,196km,2.3kg, 晴れ , 4 ,3.3,1,"2,881",12,0.1,0, 通常期 ,HOME, 夜間 ,通常
ORD-14797, 東京 ,佐川急便,436km,12.9,晴れ,43,1.8h,2," 1,753円 ",119,10.7,0,通常期,HOME,MORNING,通常
ORD-00042,HIROSHIMA,Yamato,530km,7.4,RAIN,14,3.2h, 0 ,"4,241円",81件,-1年,0,繁忙期,住宅, 夜間 ,通常
ORD-26475,福岡県,ヤマト運輸, 373km , 3.1kg ,晴れ, 51 ,1.7,1,"4,453円",88件,8.9年,0回,通常期,会社, 午後 ,通常
ORD-02000,沖縄県, ヤマト運輸 ,483km,4.5,SUNNY,不明,1.5,0,"1,194",96,11.0,0, 通常期 , 住宅 ,午後,通常
ORD-08049,OKINAWA,ヤマト, 467km ,2.3kg,RAIN,28,2.5h, 0 ,"9,748",148, 6.8年 ,0,通常期,HOME,午後,通常
ORD-19537,AICHI, ヤマト運輸 ,408,1.9kg,SNOW,44,0.9h, 1 ,"5,091円",142件,5.1,0,通常期,会社,NIGHT,通常
ORD-14421, 大阪 , 日本郵便 ,289km,8.9, 晴れ ,77,,1,"17,463円", 94件 , 10.5年 ,0回,通常期,HOME,MORNING,通常
ORD-14422,沖縄, ヤマト運輸 ,476,2.0,晴れ,59,0.8h,0,"4,495円",78件,0.7,0回,通常期,OFFICE,MORNING,遅延注意
ORD-23997,TOKYO, 佐川急便 ,356,3.2kg,SUNNY, 46 ,2.0h,0,"10,981",51件,8.2,1回,NORMAL, 会社 ,午後,通常
ORD-01700,福岡, ヤマト運輸 , 497km , 1.5kg ,雪, 26 ,1.8,1,"8,696円",126件,3.3,1,PEAK,住宅,MORNING,遅延注意
ORD-09969,福岡,佐川,278km,2.6kg,RAIN,10,2.3,0,"2,762円",126,6.4年,, 繁忙期 ,HOME, 午後 ,通常
ORD-23522, 大阪 ,ヤマト運輸,454km,7.2kg,雨,36,1.5,1,"4,087円",142,0.3,0,通常期,住宅, 夜間 ,遅延注意
ORD-24310, 東京 ,郵便,306,1.4, 晴れ ,58, 4.9h ,2,"5,348",73,1.3年,1,NORMAL,住宅, 午後 ,遅延注意
ORD-19768,名古屋,ヤマト運輸,348km,0.8kg,SUNNY,-10,2.5,1,"2,955",122,0.4,1,通常期,HOME,MORNING,通常
ORD-26327,HIROSHIMA, 日本郵便 , 454km ,4.1kg,SUNNY,21,10.0h,0,"5,388",98,0年,0,NORMAL,HOME,夜間,遅延注意
ORD-15884,OSAKA,Sagawa,447km, 3.4kg ,雨天,0,2.6,0," 1,060円 ",183件,5.9年,0, 通常期 , 住宅 ,MORNING,通常
ORD-04999,沖縄,Yamato,539,4.8kg, 晴れ ,27, 1.7h ,0,"3,862円",136,4.7年,0,NORMAL, 住宅 , 午後 ,通常
ORD-16636,愛知県, 佐川急便 , 277km ,1.9kg, 晴れ ,43,4.7h,1,"4,085",138,-1年,0回,通常期,HOME,午後,遅延注意
ORD-07605,大阪,日本郵便,199km,3.6,RAIN,27, 2.1h ,0,"1,956円",131件, 3.7年 ,0回,PEAK, 住宅 , 午後 ,通常 
ORD-04300,北海道,Yamato,376,1.5kg,RAIN,29,1.8h,0,"5,479円",70件,4.3,0回, 通常期 ,HOME,NIGHT,通常
ORD-00544,大阪, 佐川急便 ,185km,4.1kg,晴れ, 39 , 3.0h ,3,"1,598",123件,1.7年,0, 通常期 ,HOME, 午後 ,通常
ORD-23528,愛知県, ヤマト運輸 ,462km,4.2kg,雨,25,1.0,0,"4,010",116件, 4.6年 ,0,通常期,住宅, 午後 ,通常
ORD-06541,FUKUOKA, ヤマト運輸 ,243km,2.0kg,RAIN,6, 2.4h ,5,"8,821円",94,0.6,0, 繁忙期 ,住宅, 午後 ,遅延注意
ORD-07823,広島県,郵便,498km,4.0kg,SUNNY,100, 3.2h ,1,"10,020",35,11.9,0回,通常期,住宅, 午後 ,通常
ORD-04355,福岡,佐川急便,402km,5.9,雨,85,4.3,,"2,336",111,3.1年,2回, 通常期 ,住宅,午後,通常
ORD-16656,福岡,郵便,254km,5.4kg,RAIN,53,3.9h,2,"11,229円",78,0.7年,0回, 通常期 ,OFFICE, 夜間 ,遅延注意
ORD-08303,北海道 ,佐川急便,96km,1.9,SUNNY,12,2.9,1," 1,199円 ",92件,0.7,0,NORMAL, 住宅 ,午後,通常
ORD-05386,広島県, ヤマト運輸 , 404km , 1.3kg ,晴れ,61,10.0h,0,"1,611円",163,6.0,1回, 繁忙期 , 会社 , 午前 ,遅延注意
ORD-01186,TOKYO, 佐川急便 , 5km ,2.2,SUNNY,89,2.5,1,974,101,17.0年,0回,通常期,HOME,夜間,通常
ORD-27187,HOKKAIDO, ヤマト運輸 ,363km,2.6,SUNNY,96,3.4,1,"5,221円",56件,7.0,0回,繁忙期,会社,AFTERNOON,遅延注意
ORD-27273,名古屋,Japan Post,384,2.7, 晴れ ,74,1.2,0,"1,765",162件,3.2,0,繁忙期,住宅,夜間,遅延注意
ORD-09041,名古屋,日本郵便,182km, 3.6kg ,SUNNY,53,2.9h,2,"2,171",86,3.0,1回, 通常期 ,HOME,MORNING,通常
ORD-03804,宮城県,日本郵便,378,0.9,雨天,7, 1.1h ,4,"5,727円",98件,3.4,0回,NORMAL, 住宅 ,午前,通常
ORD-02394,沖縄県,ヤマト運輸,262km, 3.4kg ,晴れ,47,4.3h,,"4,711円",112, 4.5年 ,0回,PEAK,会社,午後,通常
ORD-29053,宮城県, 佐川急便 ,255,6.1kg,雨天,68,2.3,0,"3,767", 121件 ,0.7年,1回,NORMAL, 住宅 , 午後 ,通常
ORD-05859,沖縄県,佐川急便,316,2.1kg, 晴れ ,43,2.4,0,"1,939",89,4.8年,0,PEAK, 住宅 ,午後,通常
ORD-20816,大阪, 佐川急便 ,216,0.8, 晴れ ,19,3.5,1,"7,856円",89件,9.5,0,通常期,住宅,AFTERNOON,通常
ORD-05292,AICHI,Japan Post,160km,3.5kg,RAIN,100,2.6,1,"1,360円",25, 0.8年 ,0回, 繁忙期 ,HOME,午後,遅延危険
ORD-06750,OSAKA, 佐川急便 ,323km,1.0,雨天,34,3.1h,2," 11,463円 ", 115件 ,0.4,0回,PEAK, 住宅 ,AFTERNOON,通常
ORD-17937,AICHI,ヤマト,435,7.3kg,SUNNY,31,2.4,0,"6,570",97,4.1,0回, 繁忙期 ,HOME,午後,通常
ORD-27844,OKINAWA,Sagawa, 434km ,0.7,雨,39,2.5h,1,515円,94件,2.2年,0, 繁忙期 , 会社 ,NIGHT,通常
ORD-21040,東京,佐川,497km,5.1kg, 晴れ ,10,1.8h,3,"13,210円",139件,2.4,0,NORMAL, 住宅 , 夜間 ,通常
ORD-17912,宮城県,ヤマト運輸,429km,3.5kg,SUNNY,0,0.8h,0,不明,156件,13.5,0回,通常期, 住宅 , 午後 ,通常
ORD-24585,沖縄,ヤマト,402km,3.9,SUNNY,32,3.1,0,"4,509",63,16.0,0回,通常期,OFFICE,AFTERNOON,通常
ORD-09860,福岡県,佐川,323km,3.7kg, 晴れ ,73, 5.6h ,1,"6,694", 134件 ,6.9年,2回, 繁忙期 , 住宅 ,MORNING,遅延注意
ORD-02497,沖縄県,日本郵便,198,3.7,SUNNY,80,2.4h,0,"2,855",184件,5.5,0回,NORMAL, 住宅 ,MORNING,通常
ORD-06231,広島県,日本郵便, 582km ,3.3,SUNNY, 28 ,4.3,0,"5,442円",55件,0年, 0回 ,NORMAL, 住宅 , 夜間 ,通常
ORD-28240,広島県,ヤマト運輸, 441km ,4.4,晴れ,74,3.0,1,"2,580円",87件,10.3年,0回,NORMAL,住宅,午後,通常
ORD-23062,HIROSHIMA, ヤマト運輸 ,440km,9.0, 晴れ ,11,2.3,,"4,189円",138件,3.5年,0,通常期,HOME,午前,通常
ORD-29113,仙台,Japan Post,460,3.2,雨天,27,1.6,0,"9,812円",35,15.7,0回, 繁忙期 ,HOME,AFTERNOON,通常
ORD-17685,MIYAGI,Sagawa,228,不明,晴れ,29,3.9,0,"4,668",95,3.6,0,繁忙期,会社,AFTERNOON,通常
ORD-21683,北海道 , 佐川急便 ,397, 7.5kg ,晴れ,39,5.9h,1,"1,132",不明,0.7年,0,通常期,会社,午前,遅延注意
ORD-14744,OKINAWA,佐川,699km,3.5kg,雨,24,1.7h,0,,46,3.5,0回, 通常期 ,住宅,夜間,通常
ORD-18891,名古屋,Yamato,249km,1.4kg,RAIN,79,2.9,,"11,152", 129件 ,10.4年,1回,繁忙期,HOME,MORNING,遅延注意
ORD-25352,宮城県,Japan Post,308km,3.8,SUNNY,38,6.7h,2,"1,315円",54件,10.8年,1, 通常期 ,住宅, 午前 ,通常
ORD-07631,福岡県,郵便,383,3.6, 晴れ ,54, 3.1h ,1,"5,129", 83件 ,5.1,1,繁忙期,HOME, 午前 ,通常
ORD-29526,HIROSHIMA,佐川急便,402km,7.2kg,晴れ,33,2.6,0,"4,821円",80,5.6,0回,繁忙期,HOME, 午前 ,通常
ORD-18121,HIROSHIMA,Yamato,553,4.3kg,SUNNY,10,1.9h,1,"2,573", 102件 ,0.5年,0回,NORMAL, 住宅 ,午後,通常
ORD-03591,TOKYO,郵便,224,21.7kg,雨,52,2.0,0,"12,959円",134,0.1年,0回, 通常期 , 会社 ,AFTERNOON,通常
ORD-04450,大阪府,日本郵便,61,2.0kg, 晴れ ,79,5.4,,"6,853",93件,,1, 通常期 ,OFFICE, 午後 ,遅延注意
ORD-20108,福岡,佐川,260, 10.2kg ,晴れ,0,3.1, 1 ,"4,837",154件,5.8年,0回,通常期,住宅,MORNING,通常
ORD-24263,FUKUOKA,Yamato,376km,2.1kg,雨天,33,1.7,1,"2,494円",131,4.3年,1, 通常期 ,住宅,AFTERNOON,通常
ORD-15294,沖縄,郵便,416,2.5kg,RAIN,80,2.8,0,"1,516",96,7.2年,1, 繁忙期 ,住宅, 午後 ,遅延危険
ORD-19640,TOKYO,Yamato,571,2.8,晴れ,17,4.6,1,"1,377",86件,6.1年,0,通常期,HOME, 夜間 ,通常
ORD-07135,AICHI,ヤマト, 322km ,,晴れ,68,3.9h,2,"1,642",15件,13.1年,0回,通常期, 会社 , 午前 ,通常
ORD-23169,福岡,Japan Post,272,5.8,SUNNY, 31 ,8.4h,0,"1,029",111件,4.0年,0回,NORMAL, 会社 ,午後,通常
ORD-20666,愛知県,Sagawa,354,2.7, 晴れ ,19,0.7h,1,"9,545",147件,0.1,0,通常期,住宅, 午後 ,通常
ORD-05173,大阪府,Japan Post,642km,6.9,晴れ,64,0.7h,0,"1,975円",129,4.2,0, 通常期 ,住宅,午前,通常
ORD-01527,名古屋,日本郵便,165,1.6kg, 晴れ ,69, 3.5h ,0,"7,644円",63, 9.9年 ,,PEAK, 住宅 ,午前,通常
ORD-14065,愛知県,ヤマト,377km,0.8kg,雨,79,1.4,1,,89件,4.5,3,PEAK,HOME,午後,遅延危険
ORD-08811,沖縄,佐川,-50km,2.5, 晴れ ,10,7.2,0,"1,453円",,4.5,0回, 通常期 , 会社 ,午後,通常
ORD-06384,大阪, 佐川急便 ,240km,0.9, 晴れ ,,1.7h,1,"19,347",159,14.3, 0回 ,通常期,住宅, 夜間 ,通常
ORD-26431,愛知県,日本郵便,307,11.0kg,SUNNY,49,1.2,2,"1,159",26件,4.1,0, 通常期 ,会社, 午前 ,通常
ORD-06270,愛知県,Sagawa,117,2.5,SUNNY,38,1.7,2,"2,977円",41,5.2年,0回,繁忙期,HOME,AFTERNOON,通常
ORD-15552,宮城県,Yamato,297,2.1,SUNNY,34,1.9h,0,"3,569円",不明,12.2,0, 通常期 ,HOME, 午前 ,通常
ORD-21251,HIROSHIMA,日本郵便,519,2.1kg,雪,14,3.4h,0,"3,594",,3.5年,1回,NORMAL, 住宅 ,午後,通常
ORD-15104,AICHI,佐川,360,1.3,雪 , 58 ,1.8, 1 ,"8,233",127,5.6年,0回,NORMAL,住宅, 午前 ,通常
ORD-14732,TOKYO,Japan Post,272km,13.8, 晴れ ,65,4.0,1,"4,718円",81件, 0.9年 ,0,繁忙期,住宅, 午前 ,通常
ORD-07110,FUKUOKA,ヤマト運輸,178,1.9, 晴れ ,100,1.9,0,"14,211",76件,10.8年,0回,PEAK, 住宅 , 午後 ,通常
ORD-19219,仙台, 日本郵便 ,428km,2.7,晴れ, 35 ,2.7,1," 1,797円 ",,13.3,2,通常期, 住宅 ,AFTERNOON,通常
ORD-05834,AICHI,Sagawa,197, 1.5kg ,SUNNY,50,5.2,0,"14,733",138件,0.2,0,通常期,HOME,夜間,通常
ORD-23530,FUKUOKA,Yamato,345,7.2, 晴れ ,75,3.2,0,"4,023円",155件,4.7年,0回, 通常期 , 住宅 ,午後,遅延注意
ORD-06484,AICHI,佐川急便,349km,3.6kg,晴れ,33,6.2h, 0 ,"6,288円",125件,5.7,0, 通常期 ,HOME, 午後 ,通常
ORD-16158,TOKYO,ヤマト, 144km ,0.9kg,RAIN,54, 3.9h ,2,"6,938円", 115件 , 1.9年 ,0回, 通常期 ,会社,午後,通常
ORD-12143,北海道,Yamato,364,2.4, 晴れ ,34,2.6h,0,"9,348円",76件,6.6,0,繁忙期,住宅,AFTERNOON,通常
ORD-27823,宮城県, ヤマト運輸 ,545km, 1.4kg ,雨天,34,0.8,0,"10,791円",136,1.9,0, 通常期 , 住宅 ,午前,通常
ORD-22182,大阪府,佐川急便,523km,1.0, 晴れ , 40 ,4.1,0,"16,588円",26,2.5年,0回,通常期, 会社 , 午後 ,通常
ORD-28762,AICHI, 日本郵便 ,466,4.6kg,SUNNY, 40 ,2.4h,3," 3,234円 ",139件,0.8年, 3回 ,PEAK,会社,午前,遅延注意
ORD-22143,AICHI, 日本郵便 ,225,6.7kg,RAIN,48,2.5,9,"3,148円",112,1.7年,0回,NORMAL,HOME,午後,遅延注意
ORD-29337,北海道,Yamato,406km,3.4, 晴れ ,87,3.7,0,"4,222円",93,7.6,0回,繁忙期,住宅,午前,通常
ORD-22888,愛知県,ヤマト運輸,59km,2.2,雨天,90,4.6h,2,,103件,4.7年,2, 繁忙期 ,住宅,MORNING,遅延危険
ORD-25152,愛知県,佐川急便,115,3.1kg, 晴れ , 22 ,1.3h,0,"12,340円",160件,0.6,1,NORMAL,HOME, 午前 ,通常
ORD-21935,北海道 ,ヤマト,515km,1.8kg,SUNNY,100,2.5,0,"3,474",205件,7.1,0,NORMAL,会社,MORNING,遅延注意
ORD-01017,宮城県, 佐川急便 ,390km,3.1kg,雪,17,3.6,0,"9,299円",83件,16.6,0,NORMAL,住宅,午前,通常
ORD-27154,HIROSHIMA,郵便,535km,1.3,RAIN,4,2.7h,4, 975円 ,,14.9,0回,通常期,OFFICE,午前,通常
ORD-03583,宮城県,Japan Post,530,2.4,雪 ,3,1.8,1,"5,212円",98,12.5,0,PEAK,住宅, 午後 ,遅延注意
ORD-25837,HIROSHIMA,佐川,297,1.3,RAIN,56,3.8h, 0 ,757,,0.6年,0回,PEAK, 住宅 , 夜間 ,遅延注意
ORD-13294, 東京 ,ヤマト運輸,213,0.9, 晴れ ,96,2.5h,0,"1,927",56件,1.2年,0,通常期,住宅,午前,通常
ORD-13939,大阪府,Yamato,274km,1.7kg,雨天,1, 3.4h ,1,"8,773",107,10.8年,2,PEAK,HOME,午前,通常
ORD-25036,東京都,Japan Post,,7.9kg,晴れ,38,1.5h,1,"3,460円",81,0年,0回,通常期,HOME, 午前 ,通常
ORD-23933,仙台,ヤマト運輸,306km,7.9,SNOW,40,2.7h,0,"1,254",144,4.4,0回, 通常期 ,住宅, 午前 ,通常
ORD-11049,AICHI,ヤマト,499km,1.7kg,SUNNY,93, 1.5h ,0,"1,655円", 10件 ,9.2,1,通常期,住宅,MORNING,通常
ORD-24531,TOKYO,Yamato,266km,1.7,雨天,0,1.9,3,"6,986", 128件 ,3.2,0, 繁忙期 ,住宅, 午後 ,通常
ORD-09199,沖縄,佐川急便,,3.8kg,晴れ,44,9.2h,0,"1,609",173,3.0,0回, 通常期 , 会社 ,AFTERNOON,遅延注意
ORD-13983,HIROSHIMA,Japan Post,306km,5.6kg,SUNNY,53,5.4,1," 4,647円 ",99件,9.2,0, 通常期 ,住宅, 午後 ,遅延注意
ORD-05429,HIROSHIMA,ヤマト運輸,, 2.1kg ,SUNNY,82,5.6,0,"4,023円",不明, 3.1年 ,0回,NORMAL, 住宅 , 夜間 ,遅延注意
ORD-17193,宮城県,Japan Post,130km,13.0kg, 晴れ ,62,3.5h,1,"4,902",82,0.7,0, 繁忙期 ,住宅,午後,通常
ORD-20858,広島,Yamato,489,3.1kg,晴れ,35,3.1,2," 9,953円 ",138件,0.3, 0回 ,NORMAL,住宅,午後,通常
ORD-14838,HIROSHIMA, 佐川急便 ,200km,3.3,晴れ,50, 1.2h ,0,"22,903",39,5.3,0, 通常期 , 住宅 ,MORNING,通常
ORD-02868,北海道, 日本郵便 ,564km, 4.7kg , 晴れ ,52,1.3h,9,"22,019",124,2.2,0, 通常期 ,住宅,AFTERNOON,遅延危険
ORD-02641,宮城県,郵便,152,2.0kg,SUNNY,78,2.4,1,981,132,1.1年,,NORMAL,HOME,AFTERNOON,遅延注意
ORD-13413,福岡,Japan Post,572km,9999kg,雨天,45,3.7,0,"34,356円",139,7.7年,0回,通常期,HOME, 午後 ,通常
ORD-01385,福岡県,ヤマト,129,1.7, 晴れ ,44,3.4,0,"13,897",138件,2.8年,1, 通常期 ,住宅,午後,通常
ORD-05900,仙台,郵便,498,4.4kg,SUNNY,65,1.6h,0," 9,761円 ", 135件 ,1.1年,,NORMAL,HOME,NIGHT,通常
ORD-02951,FUKUOKA,ヤマト,488,0.6kg,RAIN,50,1.9,0,"5,918円", 86件 ,1.3年,0回, 繁忙期 ,HOME,午前,通常
ORD-08177,東京,Sagawa,525km,4.6kg,RAIN, 48 ,2.7h,2,"1,936",150,3.6年,0,NORMAL,住宅,MORNING,遅延注意
ORD-04358,OSAKA, ヤマト運輸 ,316km,4.3, 晴れ ,8,3.1h,1,"2,480円",83,1.3,1回,通常期, 住宅 ,午後,通常
ORD-03508, 東京 ,Japan Post,253,2.0kg,RAIN,45,2.0h,0," 4,034円 ",51件,6.2年,0,繁忙期, 会社 ,午後,通常
ORD-15746,MIYAGI, ヤマト運輸 ,395,8.6kg,SUNNY,40, 3.7h ,1,"17,194円",62,0.5,1, 通常期 ,住宅,AFTERNOON,通常
ORD-16262,沖縄県,日本郵便,554km, 4.7kg ,雨,57,1.6,0,"5,656",108件,9.0年,0回, 通常期 ,住宅,午前,通常
ORD-23190,仙台,ヤマト,463km,1.9,雪,74,4.1h,2,"12,054円",113件,0.4,0,通常期,HOME, 午後 ,遅延注意
ORD-23349,沖縄県,ヤマト運輸,不明, 2.0kg ,晴れ,48,6.7,1,"5,433",138,3.3,0,NORMAL,会社, 午後 ,遅延注意
ORD-25478,北海道 ,佐川急便,248km,2.7,RAIN,15,1.0h,0,"10,439",48,2.4,0回,通常期, 住宅 ,午後,通常
ORD-17496,大阪府,Yamato,334km,6.1,晴れ,49,4.5,1,"3,727",125件,1.3,2,繁忙期,HOME, 午後 ,遅延危険
ORD-15749,宮城県, 日本郵便 ,430,4.0,RAIN, 39 , 1.3h ,2,"5,195",94, 3.8年 ,0回,NORMAL, 会社 ,午後,通常
ORD-06864,仙台,郵便,330,1.5,SUNNY,73,1.6, 0 ,"3,049",-10件,1.5,,通常期, 住宅 ,午後,通常
ORD-13397,仙台,佐川,254km,4.1,RAIN,44,1.9h,0,,99,2.9,0回,NORMAL,HOME,AFTERNOON,通常
ORD-08329,HIROSHIMA,ヤマト運輸,437km,4.1,晴れ,77,4.1, 0 ,"7,951円",91,7.1年,0, 通常期 ,HOME,MORNING,通常
ORD-26560,沖縄県,佐川急便,537,5.2,晴れ,57,1.8h,2,"2,162円",,3.5,3回,通常期,HOME,午後,遅延危険
ORD-19664,OKINAWA, 日本郵便 ,,3.7kg,雨天,51,5.7,1,"4,981",115,11.4,不明,NORMAL,HOME,午前,通常
ORD-02772,北海道 , 佐川急便 , 509km ,1.4kg,雨天,52,2.7h,0,"3,931円",213,10.0,0,PEAK,HOME,AFTERNOON,通常
ORD-27454,HOKKAIDO,Japan Post,441, 3.0kg , 晴れ ,46,,0,"11,348円",123件,2.8年,1,NORMAL,住宅,NIGHT,通常
ORD-23878,愛知県,日本郵便,379km,2.5,雪 ,85,3.4h,0,"2,137",151件,4.4, 0回 ,NORMAL, 住宅 ,NIGHT,遅延危険
ORD-25283,FUKUOKA,ヤマト運輸,263km,10.4,晴れ,24,1.8,0,"4,840円",89,0.1,0回,繁忙期,住宅,AFTERNOON,通常
ORD-27735,AICHI,日本郵便,480,3.1,雪,4,1.9,0," 2,552円 ",174,0.4年,0,通常期,住宅, 午後 ,遅延注意
ORD-05975,宮城県,日本郵便,508km,3.8,雨天,54,2.9h,3,"14,609",160,10.4,1回, 繁忙期 ,住宅, 午後 ,遅延注意
ORD-27159, 東京 ,ヤマト,399,4.3kg,雨天,-10,2.6h,1," 4,828円 ",131,8.3,0, 繁忙期 ,HOME,午後,通常
ORD-23479,大阪府,Sagawa,109,0.3,雨天,100,2.4,0,"5,445",61件,18.9年,0,通常期,HOME, 午後 ,通常
ORD-12419,愛知県,ヤマト運輸,529km,2.0kg,SUNNY,43,1.6h, 0 ,"4,910",122,2.9年,1, 通常期 , 住宅 , 午後 ,通常
ORD-26182,名古屋,日本郵便,471km,5.4,晴れ,28,3.9,1,"15,606円",154,1.6,0,NORMAL,OFFICE, 午前 ,通常
ORD-03186,宮城県,Sagawa, 540km ,2.8kg,SNOW,73,5.1,1,"9,899円",114,0.8年, 0回 , 通常期 , 会社 , 午後 ,遅延注意
ORD-17202,広島県,郵便,160km,6.5,雨,37,3.7h,不明,"34,402円",91件,10.9年,1回,PEAK,住宅,MORNING,通常
ORD-14306,愛知県, ヤマト運輸 ,200,0.9kg, 晴れ , 56 , 3.5h ,1,"3,224円",110, 4.9年 , 0回 ,通常期, 会社 ,午後,通常
ORD-23855,広島県,ヤマト,277km,2.2kg,雨天,63,0.9,0,"1,132",116,3.6,0回,通常期,住宅, 午前 ,通常
ORD-09630,AICHI,Japan Post,470km,1.5kg,雨,59,2.3h,2,"5,555円",80, 0.6年 ,0,NORMAL,HOME, 夜間 ,遅延注意
ORD-08735,TOKYO,ヤマト運輸,190km,6.5kg,晴れ,62,7.9,0,"3,641",不明,7.4年,0回,繁忙期,会社,午後,通常
ORD-01959,北海道,Yamato,188km,6.9kg,SUNNY,37,1.6,0,"10,817",103件, 0.2年 ,0,通常期,住宅, 午後 ,通常
ORD-21573,仙台, ヤマト運輸 ,不明, 4.8kg , 晴れ , 70 ,3.5h, 0 ,"2,842", 63件 ,不明,0, 通常期 ,住宅, 午後 ,通常
ORD-26008,MIYAGI,Japan Post,487,3.0kg,SUNNY,41,2.4,1,,104,1.2,0回,NORMAL,住宅,AFTERNOON,通常 
ORD-21958,TOKYO, 日本郵便 ,125km,4.1,晴れ,13,1.9,1,"3,082",122件,1.8,2回,NORMAL,住宅,午後,通常
ORD-02766,名古屋,佐川急便,93km, 1.4kg ,晴れ,37,2.4h,2,"2,677円",136件,1.0年,0回, 繁忙期 ,OFFICE,NIGHT,通常
ORD-21345,MIYAGI,郵便,367km,1.6,晴れ,14,3.1h,0,"6,762", 204件 ,15.4年,0, 通常期 ,会社,午後,通常
ORD-00231,FUKUOKA,佐川,362,2.6, 晴れ ,28,6.4,1,"8,717",90,0.8年,0,NORMAL, 住宅 ,午後,通常
ORD-15708,名古屋, 日本郵便 ,497km,4.5, 晴れ ,42,3.6h,,"2,764円",125,0.8年,0,通常期,HOME,MORNING,遅延注意
ORD-20644, 大阪 , 日本郵便 ,522,2.2kg, 晴れ ,49,6.8h,0,"2,719",113, 25.9年 ,1,繁忙期,住宅,AFTERNOON,通常
ORD-01066,FUKUOKA, 佐川急便 ,229,7.4,雨, 14 ,2.3,1,"4,256",99,12.6, 0回 ,通常期,住宅,午後,通常
ORD-25300,大阪府,ヤマト運輸,404,3.7kg,晴れ,56,5.7,0,"1,359円",106件,10.3年,1,通常期,住宅, 午後 ,通常
ORD-12222,仙台,佐川急便,355km,1.3, 晴れ ,38,3.3h,3,"6,271",101,0.6年,0回,通常期, 住宅 ,NIGHT,遅延注意
ORD-21629,愛知県,ヤマト運輸,99999km, 0.6kg , 晴れ , 83 , 2.5h ,1,"13,225円",73件,10.0年,1,繁忙期,HOME,午後,遅延注意
ORD-05003,北海道,佐川,412,3.9,雨,67,1.0, 2 ,"2,640円",10件, 5.8年 ,1回,PEAK,会社,NIGHT,遅延注意
ORD-03565,愛知県,Yamato,226,1.6, 晴れ ,,4.6,3,"2,662",85,0.4,2, 通常期 , 住宅 , 夜間 ,通常
ORD-14172,仙台,ヤマト運輸,,,晴れ,50,9.6,0," 13,313円 ",30,1.6,1回, 通常期 ,住宅,AFTERNOON,遅延注意
ORD-08189,愛知県,Yamato,514,1.6kg,SUNNY,37,1.5,3," 6,361円 ",196件, 4.6年 ,,NORMAL, 住宅 ,夜間,遅延注意
ORD-00434,HOKKAIDO,Sagawa,610km,3.8, 晴れ ,44,1.9h,1,"4,228",66, 20.3年 ,1, 繁忙期 ,住宅, 午前 ,通常
ORD-03050, 大阪 , 佐川急便 ,555,4.7kg,雨天,47,6.0h,0," 10,659円 ",58件,5.1,0回, 通常期 ,HOME, 午後 ,通常
ORD-09158,名古屋,郵便, 421km ,,RAIN,19, 1.0h ,0,"2,413円", 73件 ,0.3年,0回,通常期,住宅, 午後 ,通常
ORD-20792,東京都,郵便,288km,2.1kg,雨天,23,1.2h,0,"8,516",52,3.9,0,繁忙期, 住宅 ,AFTERNOON,通常
ORD-08158,福岡県,佐川, 173km ,5.7kg,晴れ,32,4.1h,0,"6,199円",65,5.0,0回,通常期,HOME,夜間,通常
ORD-19092,北海道,日本郵便,376,4.2,RAIN,64, 2.1h ,0,"5,535円",61,13.5年,0, 通常期 ,住宅,AFTERNOON,通常
ORD-27822,北海道,ヤマト,203km,0.8,雨,17,2.3,2,"21,594",95,6.5年,0,NORMAL, 住宅 ,午後,　通常
ORD-05580,名古屋,佐川,379,5.6, 晴れ ,50,1.6,0,"2,228円",102件,1.0年,0回,通常期,HOME,夜間,通常
ORD-26433,広島県,Japan Post,439,0.9,SUNNY,98,3.7,0,"10,272円",,8.0年,1, 通常期 ,HOME,午後,通常
ORD-26223,愛知県, 佐川急便 ,371km,2.9,RAIN,16,1.6,0,"19,156",118,9.9年,0,通常期,会社,午前,通常
