注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-14797,東京,佐川急便,436.0,12.9,晴れ,43.0,1.8,2.0,1753.0,119.0,10.7,0.0,通常期,住宅,午前,通常
ORD-00042,広島,ヤマト運輸,530.0,7.4,雨,14.0,3.2,0.0,4241.0,81.0,,0.0,繁忙期,住宅,夜間,通常
ORD-26475,福岡,ヤマト運輸,373.0,3.1,晴れ,51.0,1.7,1.0,4453.0,88.0,8.9,0.0,通常期,会社,午後,通常
ORD-02000,沖縄,ヤマト運輸,483.0,4.5,晴れ,,1.5,0.0,1194.0,96.0,11.0,0.0,通常期,住宅,午後,通常
ORD-08049,沖縄,ヤマト運輸,467.0,2.3,雨,28.0,2.5,0.0,9748.0,148.0,6.8,0.0,通常期,住宅,午後,通常
ORD-19537,愛知,ヤマト運輸,408.0,1.9,雪,44.0,0.9,1.0,5091.0,142.0,5.1,0.0,通常期,会社,夜間,通常
ORD-14421,大阪,日本郵便,289.0,8.9,晴れ,77.0,,1.0,17463.0,94.0,10.5,0.0,通常期,住宅,午前,通常
ORD-14422,沖縄,ヤマト運輸,476.0,2.0,晴れ,59.0,0.8,0.0,4495.0,78.0,0.7,0.0,通常期,会社,午前,遅延注意
ORD-23997,東京,佐川急便,356.0,3.2,晴れ,46.0,2.0,0.0,10981.0,51.0,8.2,1.0,通常期,会社,午後,通常
ORD-01700,福岡,ヤマト運輸,497.0,1.5,雪,26.0,1.8,1.0,8696.0,126.0,3.3,1.0,繁忙期,住宅,午前,遅延注意
ORD-09969,福岡,佐川急便,278.0,2.6,雨,10.0,2.3,0.0,2762.0,126.0,6.4,,繁忙期,住宅,午後,通常
ORD-23522,大阪,ヤマト運輸,454.0,7.2,雨,36.0,1.5,1.0,4087.0,142.0,0.3,0.0,通常期,住宅,夜間,遅延注意
ORD-24310,東京,日本郵便,306.0,1.4,晴れ,58.0,4.9,2.0,5348.0,73.0,1.3,1.0,通常期,住宅,午後,遅延注意
ORD-19768,名古屋,ヤマト運輸,348.0,0.8,晴れ,,2.5,1.0,2955.0,122.0,0.4,1.0,通常期,住宅,午前,通常
ORD-26327,広島,日本郵便,454.0,4.1,晴れ,21.0,10.0,0.0,5388.0,98.0,0.0,0.0,通常期,住宅,夜間,遅延注意
ORD-15884,大阪,佐川急便,447.0,3.4,雨,0.0,2.6,0.0,1060.0,183.0,5.9,0.0,通常期,住宅,午前,通常
ORD-04999,沖縄,ヤマト運輸,539.0,4.8,晴れ,27.0,1.7,0.0,3862.0,136.0,4.7,0.0,通常期,住宅,午後,通常
ORD-16636,愛知,佐川急便,277.0,1.9,晴れ,43.0,4.7,1.0,4085.0,138.0,,0.0,通常期,住宅,午後,遅延注意
ORD-07605,大阪,日本郵便,199.0,3.6,雨,27.0,2.1,0.0,1956.0,131.0,3.7,0.0,繁忙期,住宅,午後,通常
ORD-04300,北海道,ヤマト運輸,376.0,1.5,雨,29.0,1.8,0.0,5479.0,70.0,4.3,0.0,通常期,住宅,夜間,通常
ORD-00544,大阪,佐川急便,185.0,4.1,晴れ,39.0,3.0,3.0,1598.0,123.0,1.7,0.0,通常期,住宅,午後,通常
ORD-23528,愛知,ヤマト運輸,462.0,4.2,雨,25.0,1.0,0.0,4010.0,116.0,4.6,0.0,通常期,住宅,午後,通常
ORD-06541,福岡,ヤマト運輸,243.0,2.0,雨,6.0,2.4,5.0,8821.0,94.0,0.6,0.0,繁忙期,住宅,午後,遅延注意
ORD-07823,広島,日本郵便,498.0,4.0,晴れ,100.0,3.2,1.0,10020.0,35.0,11.9,0.0,通常期,住宅,午後,通常
ORD-04355,福岡,佐川急便,402.0,5.9,雨,85.0,4.3,,2336.0,111.0,3.1,2.0,通常期,住宅,午後,通常
ORD-16656,福岡,日本郵便,254.0,5.4,雨,53.0,3.9,2.0,11229.0,78.0,0.7,0.0,通常期,会社,夜間,遅延注意
ORD-08303,北海道,佐川急便,96.0,1.9,晴れ,12.0,2.9,1.0,1199.0,92.0,0.7,0.0,通常期,住宅,午後,通常
ORD-05386,広島,ヤマト運輸,404.0,1.3,晴れ,61.0,10.0,0.0,1611.0,163.0,6.0,1.0,繁忙期,会社,午前,遅延注意
ORD-01186,東京,佐川急便,5.0,2.2,晴れ,89.0,2.5,1.0,974.0,101.0,17.0,0.0,通常期,住宅,夜間,通常
ORD-27187,北海道,ヤマト運輸,363.0,2.6,晴れ,96.0,3.4,1.0,5221.0,56.0,7.0,0.0,繁忙期,会社,午後,遅延注意
ORD-27273,名古屋,日本郵便,384.0,2.7,晴れ,74.0,1.2,0.0,1765.0,162.0,3.2,0.0,繁忙期,住宅,夜間,遅延注意
ORD-09041,名古屋,日本郵便,182.0,3.6,晴れ,53.0,2.9,2.0,2171.0,86.0,3.0,1.0,通常期,住宅,午前,通常
ORD-03804,宮城,日本郵便,378.0,0.9,雨,7.0,1.1,4.0,5727.0,98.0,3.4,0.0,通常期,住宅,午前,通常
ORD-02394,沖縄,ヤマト運輸,262.0,3.4,晴れ,47.0,4.3,,4711.0,112.0,4.5,0.0,繁忙期,会社,午後,通常
ORD-29053,宮城,佐川急便,255.0,6.1,雨,68.0,2.3,0.0,3767.0,121.0,0.7,1.0,通常期,住宅,午後,通常
ORD-05859,沖縄,佐川急便,316.0,2.1,晴れ,43.0,2.4,0.0,1939.0,89.0,4.8,0.0,繁忙期,住宅,午後,通常
ORD-20816,大阪,佐川急便,216.0,0.8,晴れ,19.0,3.5,1.0,7856.0,89.0,9.5,0.0,通常期,住宅,午後,通常
ORD-05292,愛知,日本郵便,160.0,3.5,雨,100.0,2.6,1.0,1360.0,25.0,0.8,0.0,繁忙期,住宅,午後,遅延危険
ORD-06750,大阪,佐川急便,323.0,1.0,雨,34.0,3.1,2.0,11463.0,115.0,0.4,0.0,繁忙期,住宅,午後,通常
ORD-17937,愛知,ヤマト運輸,435.0,7.3,晴れ,31.0,2.4,0.0,6570.0,97.0,4.1,0.0,繁忙期,住宅,午後,通常
ORD-27844,沖縄,佐川急便,434.0,0.7,雨,39.0,2.5,1.0,515.0,94.0,2.2,0.0,繁忙期,会社,夜間,通常
ORD-21040,東京,佐川急便,497.0,5.1,晴れ,10.0,1.8,3.0,13210.0,139.0,2.4,0.0,通常期,住宅,夜間,通常
ORD-17912,宮城,ヤマト運輸,429.0,3.5,晴れ,0.0,0.8,0.0,,156.0,13.5,0.0,通常期,住宅,午後,通常
ORD-24585,沖縄,ヤマト運輸,402.0,3.9,晴れ,32.0,3.1,0.0,4509.0,63.0,16.0,0.0,通常期,会社,午後,通常
ORD-09860,福岡,佐川急便,323.0,3.7,晴れ,73.0,5.6,1.0,6694.0,134.0,6.9,2.0,繁忙期,住宅,午前,遅延注意
ORD-02497,沖縄,日本郵便,198.0,3.7,晴れ,80.0,2.4,0.0,2855.0,184.0,5.5,0.0,通常期,住宅,午前,通常
ORD-06231,広島,日本郵便,582.0,3.3,晴れ,28.0,4.3,0.0,5442.0,55.0,0.0,0.0,通常期,住宅,夜間,通常
ORD-28240,広島,ヤマト運輸,441.0,4.4,晴れ,74.0,3.0,1.0,2580.0,87.0,10.3,0.0,通常期,住宅,午後,通常
ORD-23062,広島,ヤマト運輸,440.0,9.0,晴れ,11.0,2.3,,4189.0,138.0,3.5,0.0,通常期,住宅,午前,通常
ORD-29113,仙台,日本郵便,460.0,3.2,雨,27.0,1.6,0.0,9812.0,35.0,15.7,0.0,繁忙期,住宅,午後,通常
ORD-17685,宮城,佐川急便,228.0,,晴れ,29.0,3.9,0.0,4668.0,95.0,3.6,0.0,繁忙期,会社,午後,通常
ORD-21683,北海道,佐川急便,397.0,7.5,晴れ,39.0,5.9,1.0,1132.0,,0.7,0.0,通常期,会社,午前,遅延注意
ORD-14744,沖縄,佐川急便,699.0,3.5,雨,24.0,1.7,0.0,,46.0,3.5,0.0,通常期,住宅,夜間,通常
ORD-18891,名古屋,ヤマト運輸,249.0,1.4,雨,79.0,2.9,,11152.0,129.0,10.4,1.0,繁忙期,住宅,午前,遅延注意
ORD-25352,宮城,日本郵便,308.0,3.8,晴れ,38.0,6.7,2.0,1315.0,54.0,10.8,1.0,通常期,住宅,午前,通常
ORD-07631,福岡,日本郵便,383.0,3.6,晴れ,54.0,3.1,1.0,5129.0,83.0,5.1,1.0,繁忙期,住宅,午前,通常
ORD-29526,広島,佐川急便,402.0,7.2,晴れ,33.0,2.6,0.0,4821.0,80.0,5.6,0.0,繁忙期,住宅,午前,通常
ORD-18121,広島,ヤマト運輸,553.0,4.3,晴れ,10.0,1.9,1.0,2573.0,102.0,0.5,0.0,通常期,住宅,午後,通常
ORD-03591,東京,日本郵便,224.0,21.7,雨,52.0,2.0,0.0,12959.0,134.0,0.1,0.0,通常期,会社,午後,通常
ORD-04450,大阪,日本郵便,61.0,2.0,晴れ,79.0,5.4,,6853.0,93.0,,1.0,通常期,会社,午後,遅延注意
ORD-20108,福岡,佐川急便,260.0,10.2,晴れ,0.0,3.1,1.0,4837.0,154.0,5.8,0.0,通常期,住宅,午前,通常
ORD-24263,福岡,ヤマト運輸,376.0,2.1,雨,33.0,1.7,1.0,2494.0,131.0,4.3,1.0,通常期,住宅,午後,通常
ORD-15294,沖縄,日本郵便,416.0,2.5,雨,80.0,2.8,0.0,1516.0,96.0,7.2,1.0,繁忙期,住宅,午後,遅延危険
ORD-19640,東京,ヤマト運輸,571.0,2.8,晴れ,17.0,4.6,1.0,1377.0,86.0,6.1,0.0,通常期,住宅,夜間,通常
ORD-07135,愛知,ヤマト運輸,322.0,,晴れ,68.0,3.9,2.0,1642.0,15.0,13.1,0.0,通常期,会社,午前,通常
ORD-23169,福岡,日本郵便,272.0,5.8,晴れ,31.0,8.4,0.0,1029.0,111.0,4.0,0.0,通常期,会社,午後,通常
ORD-20666,愛知,佐川急便,354.0,2.7,晴れ,19.0,0.7,1.0,9545.0,147.0,0.1,0.0,通常期,住宅,午後,通常
ORD-05173,大阪,日本郵便,642.0,6.9,晴れ,64.0,0.7,0.0,1975.0,129.0,4.2,0.0,通常期,住宅,午前,通常
ORD-01527,名古屋,日本郵便,165.0,1.6,晴れ,69.0,3.5,0.0,7644.0,63.0,9.9,,繁忙期,住宅,午前,通常
ORD-14065,愛知,ヤマト運輸,377.0,0.8,雨,79.0,1.4,1.0,,89.0,4.5,3.0,繁忙期,住宅,午後,遅延危険
ORD-08811,沖縄,佐川急便,,2.5,晴れ,10.0,7.2,0.0,1453.0,,4.5,0.0,通常期,会社,午後,通常
ORD-06384,大阪,佐川急便,240.0,0.9,晴れ,,1.7,1.0,19347.0,159.0,14.3,0.0,通常期,住宅,夜間,通常
ORD-26431,愛知,日本郵便,307.0,11.0,晴れ,49.0,1.2,2.0,1159.0,26.0,4.1,0.0,通常期,会社,午前,通常
ORD-06270,愛知,佐川急便,117.0,2.5,晴れ,38.0,1.7,2.0,2977.0,41.0,5.2,0.0,繁忙期,住宅,午後,通常
ORD-15552,宮城,ヤマト運輸,297.0,2.1,晴れ,34.0,1.9,0.0,3569.0,,12.2,0.0,通常期,住宅,午前,通常
ORD-21251,広島,日本郵便,519.0,2.1,雪,14.0,3.4,0.0,3594.0,,3.5,1.0,通常期,住宅,午後,通常
ORD-15104,愛知,佐川急便,360.0,1.3,雪,58.0,1.8,1.0,8233.0,127.0,5.6,0.0,通常期,住宅,午前,通常
ORD-14732,東京,日本郵便,272.0,13.8,晴れ,65.0,4.0,1.0,4718.0,81.0,0.9,0.0,繁忙期,住宅,午前,通常
ORD-07110,福岡,ヤマト運輸,178.0,1.9,晴れ,100.0,1.9,0.0,14211.0,76.0,10.8,0.0,繁忙期,住宅,午後,通常
ORD-19219,仙台,日本郵便,428.0,2.7,晴れ,35.0,2.7,1.0,1797.0,,13.3,2.0,通常期,住宅,午後,通常
ORD-05834,愛知,佐川急便,197.0,1.5,晴れ,50.0,5.2,0.0,14733.0,138.0,0.2,0.0,通常期,住宅,夜間,通常
ORD-23530,福岡,ヤマト運輸,345.0,7.2,晴れ,75.0,3.2,0.0,4023.0,155.0,4.7,0.0,通常期,住宅,午後,遅延注意
ORD-06484,愛知,佐川急便,349.0,3.6,晴れ,33.0,6.2,0.0,6288.0,125.0,5.7,0.0,通常期,住宅,午後,通常
ORD-16158,東京,ヤマト運輸,144.0,0.9,雨,54.0,3.9,2.0,6938.0,115.0,1.9,0.0,通常期,会社,午後,通常
ORD-12143,北海道,ヤマト運輸,364.0,2.4,晴れ,34.0,2.6,0.0,9348.0,76.0,6.6,0.0,繁忙期,住宅,午後,通常
ORD-27823,宮城,ヤマト運輸,545.0,1.4,雨,34.0,0.8,0.0,10791.0,136.0,1.9,0.0,通常期,住宅,午前,通常
ORD-22182,大阪,佐川急便,523.0,1.0,晴れ,40.0,4.1,0.0,16588.0,26.0,2.5,0.0,通常期,会社,午後,通常
ORD-28762,愛知,日本郵便,466.0,4.6,晴れ,40.0,2.4,3.0,3234.0,139.0,0.8,3.0,繁忙期,会社,午前,遅延注意
ORD-22143,愛知,日本郵便,225.0,6.7,雨,48.0,2.5,9.0,3148.0,112.0,1.7,0.0,通常期,住宅,午後,遅延注意
ORD-29337,北海道,ヤマト運輸,406.0,3.4,晴れ,87.0,3.7,0.0,4222.0,93.0,7.6,0.0,繁忙期,住宅,午前,通常
ORD-22888,愛知,ヤマト運輸,59.0,2.2,雨,90.0,4.6,2.0,,103.0,4.7,2.0,繁忙期,住宅,午前,遅延危険
ORD-25152,愛知,佐川急便,115.0,3.1,晴れ,22.0,1.3,0.0,12340.0,160.0,0.6,1.0,通常期,住宅,午前,通常
ORD-21935,北海道,ヤマト運輸,515.0,1.8,晴れ,100.0,2.5,0.0,3474.0,205.0,7.1,0.0,通常期,会社,午前,遅延注意
ORD-01017,宮城,佐川急便,390.0,3.1,雪,17.0,3.6,0.0,9299.0,83.0,16.6,0.0,通常期,住宅,午前,通常
ORD-27154,広島,日本郵便,535.0,1.3,雨,4.0,2.7,4.0,975.0,,14.9,0.0,通常期,会社,午前,通常
ORD-03583,宮城,日本郵便,530.0,2.4,雪,3.0,1.8,1.0,5212.0,98.0,12.5,0.0,繁忙期,住宅,午後,遅延注意
ORD-25837,広島,佐川急便,297.0,1.3,雨,56.0,3.8,0.0,757.0,,0.6,0.0,繁忙期,住宅,夜間,遅延注意
ORD-13294,東京,ヤマト運輸,213.0,0.9,晴れ,96.0,2.5,0.0,1927.0,56.0,1.2,0.0,通常期,住宅,午前,通常
ORD-13939,大阪,ヤマト運輸,274.0,1.7,雨,1.0,3.4,1.0,8773.0,107.0,10.8,2.0,繁忙期,住宅,午前,通常
ORD-25036,東京,日本郵便,,7.9,晴れ,38.0,1.5,1.0,3460.0,81.0,0.0,0.0,通常期,住宅,午前,通常
ORD-23933,仙台,ヤマト運輸,306.0,7.9,雪,40.0,2.7,0.0,1254.0,144.0,4.4,0.0,通常期,住宅,午前,通常
ORD-11049,愛知,ヤマト運輸,499.0,1.7,晴れ,93.0,1.5,0.0,1655.0,10.0,9.2,1.0,通常期,住宅,午前,通常
ORD-24531,東京,ヤマト運輸,266.0,1.7,雨,0.0,1.9,3.0,6986.0,128.0,3.2,0.0,繁忙期,住宅,午後,通常
ORD-09199,沖縄,佐川急便,,3.8,晴れ,44.0,9.2,0.0,1609.0,173.0,3.0,0.0,通常期,会社,午後,遅延注意
ORD-13983,広島,日本郵便,306.0,5.6,晴れ,53.0,5.4,1.0,4647.0,99.0,9.2,0.0,通常期,住宅,午後,遅延注意
ORD-05429,広島,ヤマト運輸,,2.1,晴れ,82.0,5.6,0.0,4023.0,,3.1,0.0,通常期,住宅,夜間,遅延注意
ORD-17193,宮城,日本郵便,130.0,13.0,晴れ,62.0,3.5,1.0,4902.0,82.0,0.7,0.0,繁忙期,住宅,午後,通常
ORD-20858,広島,ヤマト運輸,489.0,3.1,晴れ,35.0,3.1,2.0,9953.0,138.0,0.3,0.0,通常期,住宅,午後,通常
ORD-14838,広島,佐川急便,200.0,3.3,晴れ,50.0,1.2,0.0,22903.0,39.0,5.3,0.0,通常期,住宅,午前,通常
ORD-02868,北海道,日本郵便,564.0,4.7,晴れ,52.0,1.3,9.0,22019.0,124.0,2.2,0.0,通常期,住宅,午後,遅延危険
ORD-02641,宮城,日本郵便,152.0,2.0,晴れ,78.0,2.4,1.0,981.0,132.0,1.1,,通常期,住宅,午後,遅延注意
ORD-13413,福岡,日本郵便,572.0,9999.0,雨,45.0,3.7,0.0,34356.0,139.0,7.7,0.0,通常期,住宅,午後,通常
ORD-01385,福岡,ヤマト運輸,129.0,1.7,晴れ,44.0,3.4,0.0,13897.0,138.0,2.8,1.0,通常期,住宅,午後,通常
ORD-05900,仙台,日本郵便,498.0,4.4,晴れ,65.0,1.6,0.0,9761.0,135.0,1.1,,通常期,住宅,夜間,通常
ORD-02951,福岡,ヤマト運輸,488.0,0.6,雨,50.0,1.9,0.0,5918.0,86.0,1.3,0.0,繁忙期,住宅,午前,通常
ORD-08177,東京,佐川急便,525.0,4.6,雨,48.0,2.7,2.0,1936.0,150.0,3.6,0.0,通常期,住宅,午前,遅延注意
ORD-04358,大阪,ヤマト運輸,316.0,4.3,晴れ,8.0,3.1,1.0,2480.0,83.0,1.3,1.0,通常期,住宅,午後,通常
ORD-03508,東京,日本郵便,253.0,2.0,雨,45.0,2.0,0.0,4034.0,51.0,6.2,0.0,繁忙期,会社,午後,通常
ORD-15746,宮城,ヤマト運輸,395.0,8.6,晴れ,40.0,3.7,1.0,17194.0,62.0,0.5,1.0,通常期,住宅,午後,通常
ORD-16262,沖縄,日本郵便,554.0,4.7,雨,57.0,1.6,0.0,5656.0,108.0,9.0,0.0,通常期,住宅,午前,通常
ORD-23190,仙台,ヤマト運輸,463.0,1.9,雪,74.0,4.1,2.0,12054.0,113.0,0.4,0.0,通常期,住宅,午後,遅延注意
ORD-23349,沖縄,ヤマト運輸,,2.0,晴れ,48.0,6.7,1.0,5433.0,138.0,3.3,0.0,通常期,会社,午後,遅延注意
ORD-25478,北海道,佐川急便,248.0,2.7,雨,15.0,1.0,0.0,10439.0,48.0,2.4,0.0,通常期,住宅,午後,通常
ORD-17496,大阪,ヤマト運輸,334.0,6.1,晴れ,49.0,4.5,1.0,3727.0,125.0,1.3,2.0,繁忙期,住宅,午後,遅延危険
ORD-15749,宮城,日本郵便,430.0,4.0,雨,39.0,1.3,2.0,5195.0,94.0,3.8,0.0,通常期,会社,午後,通常
ORD-06864,仙台,日本郵便,330.0,1.5,晴れ,73.0,1.6,0.0,3049.0,,1.5,,通常期,住宅,午後,通常
ORD-13397,仙台,佐川急便,254.0,4.1,雨,44.0,1.9,0.0,,99.0,2.9,0.0,通常期,住宅,午後,通常
ORD-08329,広島,ヤマト運輸,437.0,4.1,晴れ,77.0,4.1,0.0,7951.0,91.0,7.1,0.0,通常期,住宅,午前,通常
ORD-26560,沖縄,佐川急便,537.0,5.2,晴れ,57.0,1.8,2.0,2162.0,,3.5,3.0,通常期,住宅,午後,遅延危険
ORD-19664,沖縄,日本郵便,,3.7,雨,51.0,5.7,1.0,4981.0,115.0,11.4,,通常期,住宅,午前,通常
ORD-02772,北海道,佐川急便,509.0,1.4,雨,52.0,2.7,0.0,3931.0,213.0,10.0,0.0,繁忙期,住宅,午後,通常
ORD-27454,北海道,日本郵便,441.0,3.0,晴れ,46.0,,0.0,11348.0,123.0,2.8,1.0,通常期,住宅,夜間,通常
ORD-23878,愛知,日本郵便,379.0,2.5,雪,85.0,3.4,0.0,2137.0,151.0,4.4,0.0,通常期,住宅,夜間,遅延危険
ORD-25283,福岡,ヤマト運輸,263.0,10.4,晴れ,24.0,1.8,0.0,4840.0,89.0,0.1,0.0,繁忙期,住宅,午後,通常
ORD-27735,愛知,日本郵便,480.0,3.1,雪,4.0,1.9,0.0,2552.0,174.0,0.4,0.0,通常期,住宅,午後,遅延注意
ORD-05975,宮城,日本郵便,508.0,3.8,雨,54.0,2.9,3.0,14609.0,160.0,10.4,1.0,繁忙期,住宅,午後,遅延注意
ORD-27159,東京,ヤマト運輸,399.0,4.3,雨,,2.6,1.0,4828.0,131.0,8.3,0.0,繁忙期,住宅,午後,通常
ORD-23479,大阪,佐川急便,109.0,0.3,雨,100.0,2.4,0.0,5445.0,61.0,18.9,0.0,通常期,住宅,午後,通常
ORD-12419,愛知,ヤマト運輸,529.0,2.0,晴れ,43.0,1.6,0.0,4910.0,122.0,2.9,1.0,通常期,住宅,午後,通常
ORD-26182,名古屋,日本郵便,471.0,5.4,晴れ,28.0,3.9,1.0,15606.0,154.0,1.6,0.0,通常期,会社,午前,通常
ORD-03186,宮城,佐川急便,540.0,2.8,雪,73.0,5.1,1.0,9899.0,114.0,0.8,0.0,通常期,会社,午後,遅延注意
ORD-17202,広島,日本郵便,160.0,6.5,雨,37.0,3.7,,34402.0,91.0,10.9,1.0,繁忙期,住宅,午前,通常
ORD-14306,愛知,ヤマト運輸,200.0,0.9,晴れ,56.0,3.5,1.0,3224.0,110.0,4.9,0.0,通常期,会社,午後,通常
ORD-23855,広島,ヤマト運輸,277.0,2.2,雨,63.0,0.9,0.0,1132.0,116.0,3.6,0.0,通常期,住宅,午前,通常
ORD-09630,愛知,日本郵便,470.0,1.5,雨,59.0,2.3,2.0,5555.0,80.0,0.6,0.0,通常期,住宅,夜間,遅延注意
ORD-08735,東京,ヤマト運輸,190.0,6.5,晴れ,62.0,7.9,0.0,3641.0,,7.4,0.0,繁忙期,会社,午後,通常
ORD-01959,北海道,ヤマト運輸,188.0,6.9,晴れ,37.0,1.6,0.0,10817.0,103.0,0.2,0.0,通常期,住宅,午後,通常
ORD-21573,仙台,ヤマト運輸,,4.8,晴れ,70.0,3.5,0.0,2842.0,63.0,,0.0,通常期,住宅,午後,通常
ORD-26008,宮城,日本郵便,487.0,3.0,晴れ,41.0,2.4,1.0,,104.0,1.2,0.0,通常期,住宅,午後,通常
ORD-21958,東京,日本郵便,125.0,4.1,晴れ,13.0,1.9,1.0,3082.0,122.0,1.8,2.0,通常期,住宅,午後,通常
ORD-02766,名古屋,佐川急便,93.0,1.4,晴れ,37.0,2.4,2.0,2677.0,136.0,1.0,0.0,繁忙期,会社,夜間,通常
ORD-21345,宮城,日本郵便,367.0,1.6,晴れ,14.0,3.1,0.0,6762.0,204.0,15.4,0.0,通常期,会社,午後,通常
ORD-00231,福岡,佐川急便,362.0,2.6,晴れ,28.0,6.4,1.0,8717.0,90.0,0.8,0.0,通常期,住宅,午後,通常
ORD-15708,名古屋,日本郵便,497.0,4.5,晴れ,42.0,3.6,,2764.0,125.0,0.8,0.0,通常期,住宅,午前,遅延注意
ORD-20644,大阪,日本郵便,522.0,2.2,晴れ,49.0,6.8,0.0,2719.0,113.0,25.9,1.0,繁忙期,住宅,午後,通常
ORD-01066,福岡,佐川急便,229.0,7.4,雨,14.0,2.3,1.0,4256.0,99.0,12.6,0.0,通常期,住宅,午後,通常
ORD-25300,大阪,ヤマト運輸,404.0,3.7,晴れ,56.0,5.7,0.0,1359.0,106.0,10.3,1.0,通常期,住宅,午後,通常
ORD-12222,仙台,佐川急便,355.0,1.3,晴れ,38.0,3.3,3.0,6271.0,101.0,0.6,0.0,通常期,住宅,夜間,遅延注意
ORD-21629,愛知,ヤマト運輸,99999.0,0.6,晴れ,83.0,2.5,1.0,13225.0,73.0,10.0,1.0,繁忙期,住宅,午後,遅延注意
ORD-05003,北海道,佐川急便,412.0,3.9,雨,67.0,1.0,2.0,2640.0,10.0,5.8,1.0,繁忙期,会社,夜間,遅延注意
ORD-03565,愛知,ヤマト運輸,226.0,1.6,晴れ,,4.6,3.0,2662.0,85.0,0.4,2.0,通常期,住宅,夜間,通常
ORD-14172,仙台,ヤマト運輸,,,晴れ,50.0,9.6,0.0,13313.0,30.0,1.6,1.0,通常期,住宅,午後,遅延注意
ORD-08189,愛知,ヤマト運輸,514.0,1.6,晴れ,37.0,1.5,3.0,6361.0,196.0,4.6,,通常期,住宅,夜間,遅延注意
ORD-00434,北海道,佐川急便,610.0,3.8,晴れ,44.0,1.9,1.0,4228.0,66.0,20.3,1.0,繁忙期,住宅,午前,通常
ORD-03050,大阪,佐川急便,555.0,4.7,雨,47.0,6.0,0.0,10659.0,58.0,5.1,0.0,通常期,住宅,午後,通常
ORD-09158,名古屋,日本郵便,421.0,,雨,19.0,1.0,0.0,2413.0,73.0,0.3,0.0,通常期,住宅,午後,通常
ORD-20792,東京,日本郵便,288.0,2.1,雨,23.0,1.2,0.0,8516.0,52.0,3.9,0.0,繁忙期,住宅,午後,通常
ORD-08158,福岡,佐川急便,173.0,5.7,晴れ,32.0,4.1,0.0,6199.0,65.0,5.0,0.0,通常期,住宅,夜間,通常
ORD-19092,北海道,日本郵便,376.0,4.2,雨,64.0,2.1,0.0,5535.0,61.0,13.5,0.0,通常期,住宅,午後,通常
ORD-27822,北海道,ヤマト運輸,203.0,0.8,雨,17.0,2.3,2.0,21594.0,95.0,6.5,0.0,通常期,住宅,午後,通常
ORD-05580,名古屋,佐川急便,379.0,5.6,晴れ,50.0,1.6,0.0,2228.0,102.0,1.0,0.0,通常期,住宅,夜間,通常
ORD-26433,広島,日本郵便,439.0,0.9,晴れ,98.0,3.7,0.0,10272.0,,8.0,1.0,通常期,住宅,午後,通常
ORD-26223,愛知,佐川急便,371.0,2.9,雨,16.0,1.6,0.0,19156.0,118.0,9.9,0.0,通常期,会社,午前,通常
ORD-17859,沖縄,佐川急便,417.0,1.7,晴れ,36.0,1.7,,6803.0,83.0,1.7,1.0,通常期,住宅,午前,通常
ORD-17005,東京,佐川急便,391.0,2.9,晴れ,75.0,3.6,0.0,7081.0,115.0,12.2,0.0,通常期,会社,夜間,通常
ORD-27215,東京,佐川急便,,5.6,雨,0.0,4.7,0.0,1281.0,114.0,5.4,0.0,通常期,住宅,午前,通常
ORD-24667,東京,佐川急便,530.0,2.4,雨,91.0,4.4,0.0,9407.0,68.0,5.3,2.0,通常期,住宅,午後,遅延注意
ORD-24884,宮城,日本郵便,477.0,4.9,雨,37.0,4.7,1.0,5868.0,119.0,8.8,0.0,通常期,住宅,午前,通常
ORD-19971,仙台,日本郵便,274.0,2.5,晴れ,28.0,2.2,0.0,12553.0,147.0,28.4,0.0,通常期,住宅,午後,通常
ORD-00742,大阪,ヤマト運輸,5.0,8.2,晴れ,45.0,4.0,0.0,5285.0,175.0,8.8,0.0,通常期,住宅,午後,通常
ORD-19263,大阪,佐川急便,218.0,3.1,晴れ,16.0,5.8,0.0,2651.0,104.0,1.5,0.0,繁忙期,住宅,午前,通常
ORD-03502,北海道,佐川急便,317.0,2.5,雨,67.0,1.5,2.0,4731.0,101.0,9.9,0.0,通常期,住宅,夜間,通常
ORD-16730,沖縄,佐川急便,330.0,9.7,雨,18.0,1.1,3.0,529.0,87.0,9.9,0.0,通常期,住宅,午後,通常
ORD-19706,沖縄,日本郵便,470.0,6.7,雨,46.0,4.6,2.0,7879.0,106.0,0.0,0.0,繁忙期,住宅,午後,遅延注意
ORD-08892,福岡,ヤマト運輸,272.0,2.1,雨,65.0,2.9,0.0,2106.0,72.0,0.7,0.0,通常期,住宅,午前,通常
ORD-01383,沖縄,日本郵便,,2.3,晴れ,100.0,3.8,0.0,6558.0,,1.9,0.0,通常期,住宅,午前,遅延注意
ORD-00254,大阪,日本郵便,86.0,2.8,雨,57.0,2.1,,6336.0,92.0,11.1,1.0,通常期,住宅,夜間,遅延注意
ORD-05394,名古屋,日本郵便,633.0,14.5,晴れ,71.0,2.8,2.0,9667.0,151.0,5.5,0.0,通常期,会社,午後,通常
ORD-18336,福岡,佐川急便,431.0,3.2,晴れ,2.0,0.5,,3241.0,110.0,30.0,2.0,通常期,住宅,午後,通常
